"","LRScore","ligpair","recpair","allpair","type_gene_A","type_gene_B","gene_A","gene_B","source","target","cellpair","interaction_type"
"13732",0.6280586,"Acinar cell/HRAS|L","Endothelial cell/INSR|R","Acinar cell/HRAS|L@Endothelial cell/INSR|R","Ligand","Receptor","HRAS|L","INSR|R","Acinar cell","Endothelial cell","Acinar cell@Endothelial cell","LR"
"13733",0.62807477,"Ductal cell type 1/ADAM10|L","T cell/CD44|R","Ductal cell type 1/ADAM10|L@T cell/CD44|R","Ligand","Receptor","ADAM10|L","CD44|R","Ductal cell type 1","T cell","Ductal cell type 1@T cell","LR"
"13734",0.62811375,"Ductal cell type 1/ADAM10|L","Acinar cell/CD44|R","Ductal cell type 1/ADAM10|L@Acinar cell/CD44|R","Ligand","Receptor","ADAM10|L","CD44|R","Ductal cell type 1","Acinar cell","Ductal cell type 1@Acinar cell","LR"
"13735",0.62813777,"T cell/MDK|L","Endothelial cell/ITGA6|R","T cell/MDK|L@Endothelial cell/ITGA6|R","Ligand","Receptor","MDK|L","ITGA6|R","T cell","Endothelial cell","T cell@Endothelial cell","LR"
"13736",0.6282333,"Ductal cell type 1/COL18A1|L","Ductal cell type 2/GPC4|R","Ductal cell type 1/COL18A1|L@Ductal cell type 2/GPC4|R","Ligand","Receptor","COL18A1|L","GPC4|R","Ductal cell type 1","Ductal cell type 2","Ductal cell type 1@Ductal cell type 2","LR"
"13737",0.6285272,"Endothelial cell/ARF1|L","Acinar cell/CHRM3|R","Endothelial cell/ARF1|L@Acinar cell/CHRM3|R","Ligand","Receptor","ARF1|L","CHRM3|R","Endothelial cell","Acinar cell","Endothelial cell@Acinar cell","LR"
"13738",0.62857234,"Ductal cell type 1/CDH1|L","Ductal cell type 2/PTPRF|R","Ductal cell type 1/CDH1|L@Ductal cell type 2/PTPRF|R","Ligand","Receptor","CDH1|L","PTPRF|R","Ductal cell type 1","Ductal cell type 2","Ductal cell type 1@Ductal cell type 2","LR"
"13739",0.62888205,"Fibroblast cell/ANGPTL4|L","Ductal cell type 2/SDC4|R","Fibroblast cell/ANGPTL4|L@Ductal cell type 2/SDC4|R","Ligand","Receptor","ANGPTL4|L","SDC4|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"13740",0.62930834,"Stellate cell/APP|L","Ductal cell type 1/NCSTN|R","Stellate cell/APP|L@Ductal cell type 1/NCSTN|R","Ligand","Receptor","APP|L","NCSTN|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
"13741",0.62972957,"Ductal cell type 2/APP|L","Endothelial cell/TSPAN15|R","Ductal cell type 2/APP|L@Endothelial cell/TSPAN15|R","Ligand","Receptor","APP|L","TSPAN15|R","Ductal cell type 2","Endothelial cell","Ductal cell type 2@Endothelial cell","LR"
"13742",0.63107234,"Endocrine cell/MDK|L","Ductal cell type 1/SORL1|R","Endocrine cell/MDK|L@Ductal cell type 1/SORL1|R","Ligand","Receptor","MDK|L","SORL1|R","Endocrine cell","Ductal cell type 1","Endocrine cell@Ductal cell type 1","LR"
"13743",0.63116544,"Stellate cell/APP|L","Ductal cell type 1/TNFRSF21|R","Stellate cell/APP|L@Ductal cell type 1/TNFRSF21|R","Ligand","Receptor","APP|L","TNFRSF21|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
"13744",0.6316723,"Endocrine cell/ICAM1|L","T cell/IL2RG|R","Endocrine cell/ICAM1|L@T cell/IL2RG|R","Ligand","Receptor","ICAM1|L","IL2RG|R","Endocrine cell","T cell","Endocrine cell@T cell","LR"
"13745",0.63223046,"Fibroblast cell/THBS1|L","Acinar cell/ITGA6|R","Fibroblast cell/THBS1|L@Acinar cell/ITGA6|R","Ligand","Receptor","THBS1|L","ITGA6|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"13746",0.63283145,"Acinar cell/CCL5|L","Ductal cell type 2/SDC4|R","Acinar cell/CCL5|L@Ductal cell type 2/SDC4|R","Ligand","Receptor","CCL5|L","SDC4|R","Acinar cell","Ductal cell type 2","Acinar cell@Ductal cell type 2","LR"
"13747",0.6330297,"Acinar cell/THBS1|L","Endothelial cell/ITGA6|R","Acinar cell/THBS1|L@Endothelial cell/ITGA6|R","Ligand","Receptor","THBS1|L","ITGA6|R","Acinar cell","Endothelial cell","Acinar cell@Endothelial cell","LR"
"13748",0.63309985,"Fibroblast cell/ANGPTL4|L","Stellate cell/SDC2|R","Fibroblast cell/ANGPTL4|L@Stellate cell/SDC2|R","Ligand","Receptor","ANGPTL4|L","SDC2|R","Fibroblast cell","Stellate cell","Fibroblast cell@Stellate cell","LR"
"13749",0.6332106,"Stellate cell/TFPI|L","Ductal cell type 1/F3|R","Stellate cell/TFPI|L@Ductal cell type 1/F3|R","Ligand","Receptor","TFPI|L","F3|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
"13750",0.6333824,"Ductal cell type 2/APP|L","Endocrine cell/NCSTN|R","Ductal cell type 2/APP|L@Endocrine cell/NCSTN|R","Ligand","Receptor","APP|L","NCSTN|R","Ductal cell type 2","Endocrine cell","Ductal cell type 2@Endocrine cell","LR"
"13751",0.6334201,"Ductal cell type 1/PSEN1|L","Endothelial cell/NOTCH4|R","Ductal cell type 1/PSEN1|L@Endothelial cell/NOTCH4|R","Ligand","Receptor","PSEN1|L","NOTCH4|R","Ductal cell type 1","Endothelial cell","Ductal cell type 1@Endothelial cell","LR"
"13752",0.63355017,"Acinar cell/LRPAP1|L","Fibroblast cell/LRP1|R","Acinar cell/LRPAP1|L@Fibroblast cell/LRP1|R","Ligand","Receptor","LRPAP1|L","LRP1|R","Acinar cell","Fibroblast cell","Acinar cell@Fibroblast cell","LR"
"13753",0.63359845,"Ductal cell type 1/COL18A1|L","Endocrine cell/ITGB5|R","Ductal cell type 1/COL18A1|L@Endocrine cell/ITGB5|R","Ligand","Receptor","COL18A1|L","ITGB5|R","Ductal cell type 1","Endocrine cell","Ductal cell type 1@Endocrine cell","LR"
"13754",0.633691,"Ductal cell type 1/LAMC2|L","Ductal cell type 1/CD151|R","Ductal cell type 1/LAMC2|L@Ductal cell type 1/CD151|R","Ligand","Receptor","LAMC2|L","CD151|R","Ductal cell type 1","Ductal cell type 1","Ductal cell type 1@Ductal cell type 1","LR"
"13755",0.63403726,"T cell/CALM3|L","Ductal cell type 1/INSR|R","T cell/CALM3|L@Ductal cell type 1/INSR|R","Ligand","Receptor","CALM3|L","INSR|R","T cell","Ductal cell type 1","T cell@Ductal cell type 1","LR"
"13756",0.63428247,"Ductal cell type 1/TIMP2|L","Ductal cell type 2/ITGA3|R","Ductal cell type 1/TIMP2|L@Ductal cell type 2/ITGA3|R","Ligand","Receptor","TIMP2|L","ITGA3|R","Ductal cell type 1","Ductal cell type 2","Ductal cell type 1@Ductal cell type 2","LR"
"13757",0.63445055,"Endocrine cell/CCL5|L","Ductal cell type 1/SDC4|R","Endocrine cell/CCL5|L@Ductal cell type 1/SDC4|R","Ligand","Receptor","CCL5|L","SDC4|R","Endocrine cell","Ductal cell type 1","Endocrine cell@Ductal cell type 1","LR"
"13758",0.63474256,"Fibroblast cell/COL4A2|L","Endocrine cell/SDC1|R","Fibroblast cell/COL4A2|L@Endocrine cell/SDC1|R","Ligand","Receptor","COL4A2|L","SDC1|R","Fibroblast cell","Endocrine cell","Fibroblast cell@Endocrine cell","LR"
"13759",0.63500774,"Ductal cell type 1/COL18A1|L","Acinar cell/PTPRS|R","Ductal cell type 1/COL18A1|L@Acinar cell/PTPRS|R","Ligand","Receptor","COL18A1|L","PTPRS|R","Ductal cell type 1","Acinar cell","Ductal cell type 1@Acinar cell","LR"
"13760",0.6353991,"Acinar cell/SERPINE1|L","Macrophage cell/PLAUR|R","Acinar cell/SERPINE1|L@Macrophage cell/PLAUR|R","Ligand","Receptor","SERPINE1|L","PLAUR|R","Acinar cell","Macrophage cell","Acinar cell@Macrophage cell","LR"
"13761",0.6355412,"Ductal cell type 1/SLPI|L","Ductal cell type 2/PLSCR4|R","Ductal cell type 1/SLPI|L@Ductal cell type 2/PLSCR4|R","Ligand","Receptor","SLPI|L","PLSCR4|R","Ductal cell type 1","Ductal cell type 2","Ductal cell type 1@Ductal cell type 2","LR"
"13762",0.6356008,"Stellate cell/THBS1|L","Acinar cell/SDC4|R","Stellate cell/THBS1|L@Acinar cell/SDC4|R","Ligand","Receptor","THBS1|L","SDC4|R","Stellate cell","Acinar cell","Stellate cell@Acinar cell","LR"
"13763",0.6358515,"Endocrine cell/TIMP3|L","Ductal cell type 2/DDR1|R","Endocrine cell/TIMP3|L@Ductal cell type 2/DDR1|R","Ligand","Receptor","TIMP3|L","DDR1|R","Endocrine cell","Ductal cell type 2","Endocrine cell@Ductal cell type 2","LR"
"13764",0.63594127,"Fibroblast cell/THBS1|L","Acinar cell/ITGA3|R","Fibroblast cell/THBS1|L@Acinar cell/ITGA3|R","Ligand","Receptor","THBS1|L","ITGA3|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"13765",0.6360853,"Endocrine cell/MDK|L","Macrophage cell/LRP1|R","Endocrine cell/MDK|L@Macrophage cell/LRP1|R","Ligand","Receptor","MDK|L","LRP1|R","Endocrine cell","Macrophage cell","Endocrine cell@Macrophage cell","LR"
"13766",0.63670766,"Ductal cell type 1/NAMPT|L","Ductal cell type 1/INSR|R","Ductal cell type 1/NAMPT|L@Ductal cell type 1/INSR|R","Ligand","Receptor","NAMPT|L","INSR|R","Ductal cell type 1","Ductal cell type 1","Ductal cell type 1@Ductal cell type 1","LR"
"13767",0.63690954,"Ductal cell type 2/THBS1|L","Endothelial cell/ITGA6|R","Ductal cell type 2/THBS1|L@Endothelial cell/ITGA6|R","Ligand","Receptor","THBS1|L","ITGA6|R","Ductal cell type 2","Endothelial cell","Ductal cell type 2@Endothelial cell","LR"
"13768",0.63698006,"Ductal cell type 1/FAM3C|L","Endothelial cell/LIFR|R","Ductal cell type 1/FAM3C|L@Endothelial cell/LIFR|R","Ligand","Receptor","FAM3C|L","LIFR|R","Ductal cell type 1","Endothelial cell","Ductal cell type 1@Endothelial cell","LR"
"13769",0.6370641,"Ductal cell type 1/COL18A1|L","Acinar cell/GPC1|R","Ductal cell type 1/COL18A1|L@Acinar cell/GPC1|R","Ligand","Receptor","COL18A1|L","GPC1|R","Ductal cell type 1","Acinar cell","Ductal cell type 1@Acinar cell","LR"
"13770",0.6376628,"Endocrine cell/LAMB3|L","Stellate cell/CD151|R","Endocrine cell/LAMB3|L@Stellate cell/CD151|R","Ligand","Receptor","LAMB3|L","CD151|R","Endocrine cell","Stellate cell","Endocrine cell@Stellate cell","LR"
"13771",0.637935,"Stellate cell/FN1|L","Acinar cell/ITGA5|R","Stellate cell/FN1|L@Acinar cell/ITGA5|R","Ligand","Receptor","FN1|L","ITGA5|R","Stellate cell","Acinar cell","Stellate cell@Acinar cell","LR"
"13772",0.63856673,"Endothelial cell/TFPI|L","Acinar cell/SDC4|R","Endothelial cell/TFPI|L@Acinar cell/SDC4|R","Ligand","Receptor","TFPI|L","SDC4|R","Endothelial cell","Acinar cell","Endothelial cell@Acinar cell","LR"
"13773",0.63857394,"Ductal cell type 2/COL6A1|L","Ductal cell type 2/SDC1|R","Ductal cell type 2/COL6A1|L@Ductal cell type 2/SDC1|R","Ligand","Receptor","COL6A1|L","SDC1|R","Ductal cell type 2","Ductal cell type 2","Ductal cell type 2@Ductal cell type 2","LR"
"13774",0.63888985,"Ductal cell type 1/NAMPT|L","Ductal cell type 2/INSR|R","Ductal cell type 1/NAMPT|L@Ductal cell type 2/INSR|R","Ligand","Receptor","NAMPT|L","INSR|R","Ductal cell type 1","Ductal cell type 2","Ductal cell type 1@Ductal cell type 2","LR"
"13775",0.63895196,"Ductal cell type 2/MMP1|L","Acinar cell/CD44|R","Ductal cell type 2/MMP1|L@Acinar cell/CD44|R","Ligand","Receptor","MMP1|L","CD44|R","Ductal cell type 2","Acinar cell","Ductal cell type 2@Acinar cell","LR"
"13776",0.63906795,"Ductal cell type 2/ANGPTL4|L","Ductal cell type 2/SDC4|R","Ductal cell type 2/ANGPTL4|L@Ductal cell type 2/SDC4|R","Ligand","Receptor","ANGPTL4|L","SDC4|R","Ductal cell type 2","Ductal cell type 2","Ductal cell type 2@Ductal cell type 2","LR"
"13777",0.63909495,"Endocrine cell/PPY|L","Ductal cell type 1/NPY1R|R","Endocrine cell/PPY|L@Ductal cell type 1/NPY1R|R","Ligand","Receptor","PPY|L","NPY1R|R","Endocrine cell","Ductal cell type 1","Endocrine cell@Ductal cell type 1","LR"
"13778",0.6391012,"Ductal cell type 1/LAMB3|L","Ductal cell type 1/CD151|R","Ductal cell type 1/LAMB3|L@Ductal cell type 1/CD151|R","Ligand","Receptor","LAMB3|L","CD151|R","Ductal cell type 1","Ductal cell type 1","Ductal cell type 1@Ductal cell type 1","LR"
"13779",0.6392266,"Macrophage cell/TGFB1|L","Endocrine cell/CXCR4|R","Macrophage cell/TGFB1|L@Endocrine cell/CXCR4|R","Ligand","Receptor","TGFB1|L","CXCR4|R","Macrophage cell","Endocrine cell","Macrophage cell@Endocrine cell","LR"
"13780",0.63979053,"Endothelial cell/PRSS1|L","Endothelial cell/F2R|R","Endothelial cell/PRSS1|L@Endothelial cell/F2R|R","Ligand","Receptor","PRSS1|L","F2R|R","Endothelial cell","Endothelial cell","Endothelial cell@Endothelial cell","LR"
"13781",0.64012,"Macrophage cell/LGALS9|L","Endocrine cell/CD44|R","Macrophage cell/LGALS9|L@Endocrine cell/CD44|R","Ligand","Receptor","LGALS9|L","CD44|R","Macrophage cell","Endocrine cell","Macrophage cell@Endocrine cell","LR"
"13782",0.64019644,"Acinar cell/MDK|L","Fibroblast cell/SDC1|R","Acinar cell/MDK|L@Fibroblast cell/SDC1|R","Ligand","Receptor","MDK|L","SDC1|R","Acinar cell","Fibroblast cell","Acinar cell@Fibroblast cell","LR"
"13783",0.6402556,"Endocrine cell/PPY|L","Acinar cell/ADRA2A|R","Endocrine cell/PPY|L@Acinar cell/ADRA2A|R","Ligand","Receptor","PPY|L","ADRA2A|R","Endocrine cell","Acinar cell","Endocrine cell@Acinar cell","LR"
"13784",0.64069295,"Macrophage cell/FN1|L","Endocrine cell/SDC1|R","Macrophage cell/FN1|L@Endocrine cell/SDC1|R","Ligand","Receptor","FN1|L","SDC1|R","Macrophage cell","Endocrine cell","Macrophage cell@Endocrine cell","LR"
"13785",0.64079285,"Endocrine cell/APP|L","Fibroblast cell/NOTCH2|R","Endocrine cell/APP|L@Fibroblast cell/NOTCH2|R","Ligand","Receptor","APP|L","NOTCH2|R","Endocrine cell","Fibroblast cell","Endocrine cell@Fibroblast cell","LR"
"13786",0.64087665,"Fibroblast cell/INHBA|L","Ductal cell type 2/BAMBI|R","Fibroblast cell/INHBA|L@Ductal cell type 2/BAMBI|R","Ligand","Receptor","INHBA|L","BAMBI|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"13787",0.64106613,"Fibroblast cell/FBN1|L","Acinar cell/ITGB6|R","Fibroblast cell/FBN1|L@Acinar cell/ITGB6|R","Ligand","Receptor","FBN1|L","ITGB6|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"13788",0.6416208,"Fibroblast cell/COL5A1|L","Acinar cell/ITGA2|R","Fibroblast cell/COL5A1|L@Acinar cell/ITGA2|R","Ligand","Receptor","COL5A1|L","ITGA2|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"13789",0.641677,"Fibroblast cell/SPON2|L","Acinar cell/ITGA5|R","Fibroblast cell/SPON2|L@Acinar cell/ITGA5|R","Ligand","Receptor","SPON2|L","ITGA5|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"13790",0.6418652,"Ductal cell type 1/COL18A1|L","Ductal cell type 1/PTPRS|R","Ductal cell type 1/COL18A1|L@Ductal cell type 1/PTPRS|R","Ligand","Receptor","COL18A1|L","PTPRS|R","Ductal cell type 1","Ductal cell type 1","Ductal cell type 1@Ductal cell type 1","LR"
"13791",0.6421194,"Ductal cell type 2/NAMPT|L","Acinar cell/INSR|R","Ductal cell type 2/NAMPT|L@Acinar cell/INSR|R","Ligand","Receptor","NAMPT|L","INSR|R","Ductal cell type 2","Acinar cell","Ductal cell type 2@Acinar cell","LR"
"13792",0.6422937,"Endothelial cell/LAMB1|L","Fibroblast cell/CD44|R","Endothelial cell/LAMB1|L@Fibroblast cell/CD44|R","Ligand","Receptor","LAMB1|L","CD44|R","Endothelial cell","Fibroblast cell","Endothelial cell@Fibroblast cell","LR"
"13793",0.6423275,"Stellate cell/FN1|L","Ductal cell type 2/ITGA5|R","Stellate cell/FN1|L@Ductal cell type 2/ITGA5|R","Ligand","Receptor","FN1|L","ITGA5|R","Stellate cell","Ductal cell type 2","Stellate cell@Ductal cell type 2","LR"
"13794",0.6425309,"Fibroblast cell/INHBA|L","Ductal cell type 2/ENG|R","Fibroblast cell/INHBA|L@Ductal cell type 2/ENG|R","Ligand","Receptor","INHBA|L","ENG|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"13795",0.6426524,"Acinar cell/CALM3|L","Acinar cell/INSR|R","Acinar cell/CALM3|L@Acinar cell/INSR|R","Ligand","Receptor","CALM3|L","INSR|R","Acinar cell","Acinar cell","Acinar cell@Acinar cell","LR"
"13796",0.6431166,"Stellate cell/PRSS1|L","Fibroblast cell/F2R|R","Stellate cell/PRSS1|L@Fibroblast cell/F2R|R","Ligand","Receptor","PRSS1|L","F2R|R","Stellate cell","Fibroblast cell","Stellate cell@Fibroblast cell","LR"
"13797",0.64328575,"Ductal cell type 2/ANGPTL4|L","Stellate cell/SDC2|R","Ductal cell type 2/ANGPTL4|L@Stellate cell/SDC2|R","Ligand","Receptor","ANGPTL4|L","SDC2|R","Ductal cell type 2","Stellate cell","Ductal cell type 2@Stellate cell","LR"
"13798",0.64334214,"Endothelial cell/JAM2|L","Fibroblast cell/ITGA3|R","Endothelial cell/JAM2|L@Fibroblast cell/ITGA3|R","Ligand","Receptor","JAM2|L","ITGA3|R","Endothelial cell","Fibroblast cell","Endothelial cell@Fibroblast cell","LR"
"13799",0.6433743,"Fibroblast cell/COL5A1|L","Ductal cell type 2/SDC3|R","Fibroblast cell/COL5A1|L@Ductal cell type 2/SDC3|R","Ligand","Receptor","COL5A1|L","SDC3|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"13800",0.643427,"Fibroblast cell/HSPA8|L","Ductal cell type 1/LDLR|R","Fibroblast cell/HSPA8|L@Ductal cell type 1/LDLR|R","Ligand","Receptor","HSPA8|L","LDLR|R","Fibroblast cell","Ductal cell type 1","Fibroblast cell@Ductal cell type 1","LR"
"13801",0.64426297,"Ductal cell type 2/LAMC2|L","Endocrine cell/CD151|R","Ductal cell type 2/LAMC2|L@Endocrine cell/CD151|R","Ligand","Receptor","LAMC2|L","CD151|R","Ductal cell type 2","Endocrine cell","Ductal cell type 2@Endocrine cell","LR"
"13802",0.64453346,"Ductal cell type 2/CP|L","Ductal cell type 2/SLC40A1|R","Ductal cell type 2/CP|L@Ductal cell type 2/SLC40A1|R","Ligand","Receptor","CP|L","SLC40A1|R","Ductal cell type 2","Ductal cell type 2","Ductal cell type 2@Ductal cell type 2","LR"
"13803",0.6445587,"Ductal cell type 1/SLPI|L","Endocrine cell/PLSCR4|R","Ductal cell type 1/SLPI|L@Endocrine cell/PLSCR4|R","Ligand","Receptor","SLPI|L","PLSCR4|R","Ductal cell type 1","Endocrine cell","Ductal cell type 1@Endocrine cell","LR"
"13804",0.6446657,"Ductal cell type 2/ADAM10|L","Acinar cell/CD44|R","Ductal cell type 2/ADAM10|L@Acinar cell/CD44|R","Ligand","Receptor","ADAM10|L","CD44|R","Ductal cell type 2","Acinar cell","Ductal cell type 2@Acinar cell","LR"
"13805",0.6456822,"Endocrine cell/PPY|L","Fibroblast cell/ADRA2A|R","Endocrine cell/PPY|L@Fibroblast cell/ADRA2A|R","Ligand","Receptor","PPY|L","ADRA2A|R","Endocrine cell","Fibroblast cell","Endocrine cell@Fibroblast cell","LR"
"13806",0.64603335,"Stellate cell/FN1|L","Acinar cell/CD79A|R","Stellate cell/FN1|L@Acinar cell/CD79A|R","Ligand","Receptor","FN1|L","CD79A|R","Stellate cell","Acinar cell","Stellate cell@Acinar cell","LR"
"13807",0.6460445,"Macrophage cell/RTN4|L","Ductal cell type 2/GJB2|R","Macrophage cell/RTN4|L@Ductal cell type 2/GJB2|R","Ligand","Receptor","RTN4|L","GJB2|R","Macrophage cell","Ductal cell type 2","Macrophage cell@Ductal cell type 2","LR"
"13808",0.6460695,"Fibroblast cell/SPON2|L","Ductal cell type 2/ITGA5|R","Fibroblast cell/SPON2|L@Ductal cell type 2/ITGA5|R","Ligand","Receptor","SPON2|L","ITGA5|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"13809",0.64619076,"Fibroblast cell/COMP|L","Acinar cell/CD47|R","Fibroblast cell/COMP|L@Acinar cell/CD47|R","Ligand","Receptor","COMP|L","CD47|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"13810",0.646719,"Macrophage cell/RTN4|L","Ductal cell type 1/TNFRSF19|R","Macrophage cell/RTN4|L@Ductal cell type 1/TNFRSF19|R","Ligand","Receptor","RTN4|L","TNFRSF19|R","Macrophage cell","Ductal cell type 1","Macrophage cell@Ductal cell type 1","LR"
"13811",0.646893,"Macrophage cell/GNAS|L","Ductal cell type 1/ADORA1|R","Macrophage cell/GNAS|L@Ductal cell type 1/ADORA1|R","Ligand","Receptor","GNAS|L","ADORA1|R","Macrophage cell","Ductal cell type 1","Macrophage cell@Ductal cell type 1","LR"
"13812",0.6470268,"Stellate cell/CD99|L","Acinar cell/PILRB|R","Stellate cell/CD99|L@Acinar cell/PILRB|R","Ligand","Receptor","CD99|L","PILRB|R","Stellate cell","Acinar cell","Stellate cell@Acinar cell","LR"
"13813",0.64724904,"Ductal cell type 1/LGALS9|L","T cell/CD44|R","Ductal cell type 1/LGALS9|L@T cell/CD44|R","Ligand","Receptor","LGALS9|L","CD44|R","Ductal cell type 1","T cell","Ductal cell type 1@T cell","LR"
"13814",0.64725035,"T cell/CCL5|L","Acinar cell/SDC1|R","T cell/CCL5|L@Acinar cell/SDC1|R","Ligand","Receptor","CCL5|L","SDC1|R","T cell","Acinar cell","T cell@Acinar cell","LR"
"13815",0.647288,"Ductal cell type 1/LGALS9|L","Acinar cell/CD44|R","Ductal cell type 1/LGALS9|L@Acinar cell/CD44|R","Ligand","Receptor","LGALS9|L","CD44|R","Ductal cell type 1","Acinar cell","Ductal cell type 1@Acinar cell","LR"
"13816",0.6473602,"Stellate cell/MDK|L","Ductal cell type 2/ITGA6|R","Stellate cell/MDK|L@Ductal cell type 2/ITGA6|R","Ligand","Receptor","MDK|L","ITGA6|R","Stellate cell","Ductal cell type 2","Stellate cell@Ductal cell type 2","LR"
"13817",0.64752555,"Fibroblast cell/HRAS|L","Endothelial cell/INSR|R","Fibroblast cell/HRAS|L@Endothelial cell/INSR|R","Ligand","Receptor","HRAS|L","INSR|R","Fibroblast cell","Endothelial cell","Fibroblast cell@Endothelial cell","LR"
"13818",0.6475519,"Fibroblast cell/ANGPTL4|L","Endothelial cell/TIE1|R","Fibroblast cell/ANGPTL4|L@Endothelial cell/TIE1|R","Ligand","Receptor","ANGPTL4|L","TIE1|R","Fibroblast cell","Endothelial cell","Fibroblast cell@Endothelial cell","LR"
"13819",0.64826286,"Acinar cell/ITGB2|L","Stellate cell/THY1|R","Acinar cell/ITGB2|L@Stellate cell/THY1|R","Ligand","Receptor","ITGB2|L","THY1|R","Acinar cell","Stellate cell","Acinar cell@Stellate cell","LR"
"13820",0.6483306,"Endocrine cell/SST|L","Acinar cell/ADRA2A|R","Endocrine cell/SST|L@Acinar cell/ADRA2A|R","Ligand","Receptor","SST|L","ADRA2A|R","Endocrine cell","Acinar cell","Endocrine cell@Acinar cell","LR"
"13821",0.64856106,"Stellate cell/FABP5|L","Acinar cell/RXRA|R","Stellate cell/FABP5|L@Acinar cell/RXRA|R","Ligand","Receptor","FABP5|L","RXRA|R","Stellate cell","Acinar cell","Stellate cell@Acinar cell","LR"
"13822",0.64860344,"Macrophage cell/MDK|L","Endothelial cell/ITGA6|R","Macrophage cell/MDK|L@Endothelial cell/ITGA6|R","Ligand","Receptor","MDK|L","ITGA6|R","Macrophage cell","Endothelial cell","Macrophage cell@Endothelial cell","LR"
"13823",0.6491775,"Ductal cell type 2/TFF2|L","Acinar cell/MUC6|R","Ductal cell type 2/TFF2|L@Acinar cell/MUC6|R","Ligand","Receptor","TFF2|L","MUC6|R","Ductal cell type 2","Acinar cell","Ductal cell type 2@Acinar cell","LR"
"13824",0.64924175,"Ductal cell type 2/ICAM1|L","T cell/IL2RG|R","Ductal cell type 2/ICAM1|L@T cell/IL2RG|R","Ligand","Receptor","ICAM1|L","IL2RG|R","Ductal cell type 2","T cell","Ductal cell type 2@T cell","LR"
"13825",0.64932877,"Stellate cell/FN1|L","Acinar cell/ITGA2|R","Stellate cell/FN1|L@Acinar cell/ITGA2|R","Ligand","Receptor","FN1|L","ITGA2|R","Stellate cell","Acinar cell","Stellate cell@Acinar cell","LR"
"13826",0.64951825,"Stellate cell/PTN|L","Ductal cell type 1/SDC4|R","Stellate cell/PTN|L@Ductal cell type 1/SDC4|R","Ligand","Receptor","PTN|L","SDC4|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
"13827",0.65060914,"Ductal cell type 2/HSPA8|L","Endothelial cell/LDLR|R","Ductal cell type 2/HSPA8|L@Endothelial cell/LDLR|R","Ligand","Receptor","HSPA8|L","LDLR|R","Ductal cell type 2","Endothelial cell","Ductal cell type 2@Endothelial cell","LR"
"13828",0.6507316,"Ductal cell type 1/LAMC2|L","Stellate cell/CD151|R","Ductal cell type 1/LAMC2|L@Stellate cell/CD151|R","Ligand","Receptor","LAMC2|L","CD151|R","Ductal cell type 1","Stellate cell","Ductal cell type 1@Stellate cell","LR"
"13829",0.6516697,"Ductal cell type 1/CCL5|L","Ductal cell type 2/SDC4|R","Ductal cell type 1/CCL5|L@Ductal cell type 2/SDC4|R","Ligand","Receptor","CCL5|L","SDC4|R","Ductal cell type 1","Ductal cell type 2","Ductal cell type 1@Ductal cell type 2","LR"
"13830",0.6519636,"Acinar cell/PSEN1|L","Macrophage cell/CD44|R","Acinar cell/PSEN1|L@Macrophage cell/CD44|R","Ligand","Receptor","PSEN1|L","CD44|R","Acinar cell","Macrophage cell","Acinar cell@Macrophage cell","LR"
"13831",0.6521927,"Ductal cell type 2/C3|L","Ductal cell type 1/ADRA2A|R","Ductal cell type 2/C3|L@Ductal cell type 1/ADRA2A|R","Ligand","Receptor","C3|L","ADRA2A|R","Ductal cell type 2","Ductal cell type 1","Ductal cell type 2@Ductal cell type 1","LR"
"13832",0.65228,"Ductal cell type 1/COL18A1|L","Acinar cell/ITGA3|R","Ductal cell type 1/COL18A1|L@Acinar cell/ITGA3|R","Ligand","Receptor","COL18A1|L","ITGA3|R","Ductal cell type 1","Acinar cell","Ductal cell type 1@Acinar cell","LR"
"13833",0.65242267,"Stellate cell/JAG1|L","Ductal cell type 1/CD46|R","Stellate cell/JAG1|L@Ductal cell type 1/CD46|R","Ligand","Receptor","JAG1|L","CD46|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
