"","LRScore","ligpair","recpair","allpair","type_gene_A","type_gene_B","gene_A","gene_B","source","target","cellpair","interaction_type"
"13834",0.65280104,"Endocrine cell/MDK|L","Ductal cell type 1/NOTCH2|R","Endocrine cell/MDK|L@Ductal cell type 1/NOTCH2|R","Ligand","Receptor","MDK|L","NOTCH2|R","Endocrine cell","Ductal cell type 1","Endocrine cell@Ductal cell type 1","LR"
"13835",0.65280116,"Stellate cell/LAMB1|L","Acinar cell/CD44|R","Stellate cell/LAMB1|L@Acinar cell/CD44|R","Ligand","Receptor","LAMB1|L","CD44|R","Stellate cell","Acinar cell","Stellate cell@Acinar cell","LR"
"13836",0.6529242,"Fibroblast cell/INHBA|L","Acinar cell/TGFBR3|R","Fibroblast cell/INHBA|L@Acinar cell/TGFBR3|R","Ligand","Receptor","INHBA|L","TGFBR3|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"13837",0.6532874,"Ductal cell type 1/HSPG2|L","Ductal cell type 2/SDC1|R","Ductal cell type 1/HSPG2|L@Ductal cell type 2/SDC1|R","Ligand","Receptor","HSPG2|L","SDC1|R","Ductal cell type 1","Ductal cell type 2","Ductal cell type 1@Ductal cell type 2","LR"
"13838",0.65371156,"Acinar cell/LAMB3|L","Macrophage cell/CD44|R","Acinar cell/LAMB3|L@Macrophage cell/CD44|R","Ligand","Receptor","LAMB3|L","CD44|R","Acinar cell","Macrophage cell","Acinar cell@Macrophage cell","LR"
"13839",0.65401196,"B cell/ARPC5|L","Endothelial cell/LDLR|R","B cell/ARPC5|L@Endothelial cell/LDLR|R","Ligand","Receptor","ARPC5|L","LDLR|R","B cell","Endothelial cell","B cell@Endothelial cell","LR"
"13840",0.65404445,"Endocrine cell/HBEGF|L","Macrophage cell/CD44|R","Endocrine cell/HBEGF|L@Macrophage cell/CD44|R","Ligand","Receptor","HBEGF|L","CD44|R","Endocrine cell","Macrophage cell","Endocrine cell@Macrophage cell","LR"
"13841",0.6541544,"Fibroblast cell/COL5A1|L","Ductal cell type 1/SDC3|R","Fibroblast cell/COL5A1|L@Ductal cell type 1/SDC3|R","Ligand","Receptor","COL5A1|L","SDC3|R","Fibroblast cell","Ductal cell type 1","Fibroblast cell@Ductal cell type 1","LR"
"13842",0.65497667,"Fibroblast cell/INHBA|L","Acinar cell/ENG|R","Fibroblast cell/INHBA|L@Acinar cell/ENG|R","Ligand","Receptor","INHBA|L","ENG|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"13843",0.6549802,"Ductal cell type 1/FGA|L","Ductal cell type 1/ITGB1|R","Ductal cell type 1/FGA|L@Ductal cell type 1/ITGB1|R","Ligand","Receptor","FGA|L","ITGB1|R","Ductal cell type 1","Ductal cell type 1","Ductal cell type 1@Ductal cell type 1","LR"
"13844",0.6553318,"Stellate cell/FN1|L","Acinar cell/SDC1|R","Stellate cell/FN1|L@Acinar cell/SDC1|R","Ligand","Receptor","FN1|L","SDC1|R","Stellate cell","Acinar cell","Stellate cell@Acinar cell","LR"
"13845",0.65571344,"Macrophage cell/SERPINE1|L","Macrophage cell/PLAUR|R","Macrophage cell/SERPINE1|L@Macrophage cell/PLAUR|R","Ligand","Receptor","SERPINE1|L","PLAUR|R","Macrophage cell","Macrophage cell","Macrophage cell@Macrophage cell","LR"
"13846",0.6557405,"Stellate cell/FN1|L","Acinar cell/ITGB8|R","Stellate cell/FN1|L@Acinar cell/ITGB8|R","Ligand","Receptor","FN1|L","ITGB8|R","Stellate cell","Acinar cell","Stellate cell@Acinar cell","LR"
"13847",0.6557874,"Acinar cell/HSPG2|L","Fibroblast cell/LRP1|R","Acinar cell/HSPG2|L@Fibroblast cell/LRP1|R","Ligand","Receptor","HSPG2|L","LRP1|R","Acinar cell","Fibroblast cell","Acinar cell@Fibroblast cell","LR"
"13848",0.6561418,"Ductal cell type 1/LAMB3|L","Stellate cell/CD151|R","Ductal cell type 1/LAMB3|L@Stellate cell/CD151|R","Ligand","Receptor","LAMB3|L","CD151|R","Ductal cell type 1","Stellate cell","Ductal cell type 1@Stellate cell","LR"
"13849",0.65618134,"Fibroblast cell/SPON2|L","Acinar cell/ITGB2|R","Fibroblast cell/SPON2|L@Acinar cell/ITGB2|R","Ligand","Receptor","SPON2|L","ITGB2|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"13850",0.65650296,"Ductal cell type 1/FN1|L","Endothelial cell/ITGA6|R","Ductal cell type 1/FN1|L@Endothelial cell/ITGA6|R","Ligand","Receptor","FN1|L","ITGA6|R","Ductal cell type 1","Endothelial cell","Ductal cell type 1@Endothelial cell","LR"
"13851",0.6568035,"Endothelial cell/LGALS9|L","Acinar cell/CD44|R","Endothelial cell/LGALS9|L@Acinar cell/CD44|R","Ligand","Receptor","LGALS9|L","CD44|R","Endothelial cell","Acinar cell","Endothelial cell@Acinar cell","LR"
"13852",0.657099,"Endocrine cell/MDK|L","Endocrine cell/SDC1|R","Endocrine cell/MDK|L@Endocrine cell/SDC1|R","Ligand","Receptor","MDK|L","SDC1|R","Endocrine cell","Endocrine cell","Endocrine cell@Endocrine cell","LR"
"13853",0.6572084,"Stellate cell/ARPC5|L","Endocrine cell/LDLR|R","Stellate cell/ARPC5|L@Endocrine cell/LDLR|R","Ligand","Receptor","ARPC5|L","LDLR|R","Stellate cell","Endocrine cell","Stellate cell@Endocrine cell","LR"
"13854",0.65773773,"Ductal cell type 2/ANGPTL4|L","Endothelial cell/TIE1|R","Ductal cell type 2/ANGPTL4|L@Endothelial cell/TIE1|R","Ligand","Receptor","ANGPTL4|L","TIE1|R","Ductal cell type 2","Endothelial cell","Ductal cell type 2@Endothelial cell","LR"
"13855",0.6589099,"Fibroblast cell/TFPI|L","Ductal cell type 1/SDC4|R","Fibroblast cell/TFPI|L@Ductal cell type 1/SDC4|R","Ligand","Receptor","TFPI|L","SDC4|R","Fibroblast cell","Ductal cell type 1","Fibroblast cell@Ductal cell type 1","LR"
"13856",0.6592827,"Ductal cell type 1/SLPI|L","Acinar cell/PLSCR4|R","Ductal cell type 1/SLPI|L@Acinar cell/PLSCR4|R","Ligand","Receptor","SLPI|L","PLSCR4|R","Ductal cell type 1","Acinar cell","Ductal cell type 1@Acinar cell","LR"
"13857",0.6592963,"Macrophage cell/HBEGF|L","Acinar cell/CD44|R","Macrophage cell/HBEGF|L@Acinar cell/CD44|R","Ligand","Receptor","HBEGF|L","CD44|R","Macrophage cell","Acinar cell","Macrophage cell@Acinar cell","LR"
"13858",0.6593748,"Endothelial cell/LAMB1|L","Endocrine cell/CD44|R","Endothelial cell/LAMB1|L@Endocrine cell/CD44|R","Ligand","Receptor","LAMB1|L","CD44|R","Endothelial cell","Endocrine cell","Endothelial cell@Endocrine cell","LR"
"13859",0.65938663,"Endothelial cell/LAMA4|L","Acinar cell/CD44|R","Endothelial cell/LAMA4|L@Acinar cell/CD44|R","Ligand","Receptor","LAMA4|L","CD44|R","Endothelial cell","Acinar cell","Endothelial cell@Acinar cell","LR"
"13860",0.65945786,"Stellate cell/FN1|L","Fibroblast cell/ITGA3|R","Stellate cell/FN1|L@Fibroblast cell/ITGA3|R","Ligand","Receptor","FN1|L","ITGA3|R","Stellate cell","Fibroblast cell","Stellate cell@Fibroblast cell","LR"
"13861",0.65951747,"Acinar cell/MDK|L","Ductal cell type 2/ITGA6|R","Acinar cell/MDK|L@Ductal cell type 2/ITGA6|R","Ligand","Receptor","MDK|L","ITGA6|R","Acinar cell","Ductal cell type 2","Acinar cell@Ductal cell type 2","LR"
"13862",0.6596943,"Fibroblast cell/VEGFA|L","Acinar cell/CD44|R","Fibroblast cell/VEGFA|L@Acinar cell/CD44|R","Ligand","Receptor","VEGFA|L","CD44|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"13863",0.65989304,"Endocrine cell/PSEN1|L","Macrophage cell/CD44|R","Endocrine cell/PSEN1|L@Macrophage cell/CD44|R","Ligand","Receptor","PSEN1|L","CD44|R","Endocrine cell","Macrophage cell","Endocrine cell@Macrophage cell","LR"
"13864",0.6599986,"T cell/CCL5|L","Acinar cell/ADRA2A|R","T cell/CCL5|L@Acinar cell/ADRA2A|R","Ligand","Receptor","CCL5|L","ADRA2A|R","T cell","Acinar cell","T cell@Acinar cell","LR"
"13865",0.66008985,"Stellate cell/HSPA8|L","Endothelial cell/LDLR|R","Stellate cell/HSPA8|L@Endothelial cell/LDLR|R","Ligand","Receptor","HSPA8|L","LDLR|R","Stellate cell","Endothelial cell","Stellate cell@Endothelial cell","LR"
"13866",0.66048497,"Acinar cell/VCAN|L","Macrophage cell/CD44|R","Acinar cell/VCAN|L@Macrophage cell/CD44|R","Ligand","Receptor","VCAN|L","CD44|R","Acinar cell","Macrophage cell","Acinar cell@Macrophage cell","LR"
"13867",0.66064805,"Acinar cell/SERPING1|L","Endothelial cell/SELP|R","Acinar cell/SERPING1|L@Endothelial cell/SELP|R","Ligand","Receptor","SERPING1|L","SELP|R","Acinar cell","Endothelial cell","Acinar cell@Endothelial cell","LR"
"13868",0.66115576,"Ductal cell type 1/PRSS1|L","Acinar cell/PARD3|R","Ductal cell type 1/PRSS1|L@Acinar cell/PARD3|R","Ligand","Receptor","PRSS1|L","PARD3|R","Ductal cell type 1","Acinar cell","Ductal cell type 1@Acinar cell","LR"
"13869",0.66124153,"Endothelial cell/ADAM10|L","Acinar cell/CD44|R","Endothelial cell/ADAM10|L@Acinar cell/CD44|R","Ligand","Receptor","ADAM10|L","CD44|R","Endothelial cell","Acinar cell","Endothelial cell@Acinar cell","LR"
"13870",0.6613391,"Stellate cell/CD99|L","Endothelial cell/CD99L2|R","Stellate cell/CD99|L@Endothelial cell/CD99L2|R","Ligand","Receptor","CD99|L","CD99L2|R","Stellate cell","Endothelial cell","Stellate cell@Endothelial cell","LR"
"13871",0.6621215,"Endothelial cell/ANXA1|L","Ductal cell type 1/EGFR|R","Endothelial cell/ANXA1|L@Ductal cell type 1/EGFR|R","Ligand","Receptor","ANXA1|L","EGFR|R","Endothelial cell","Ductal cell type 1","Endothelial cell@Ductal cell type 1","LR"
"13872",0.6623951,"Ductal cell type 1/PRSS1|L","Acinar cell/F2RL1|R","Ductal cell type 1/PRSS1|L@Acinar cell/F2RL1|R","Ligand","Receptor","PRSS1|L","F2RL1|R","Ductal cell type 1","Acinar cell","Ductal cell type 1@Acinar cell","LR"
"13873",0.66323787,"Endothelial cell/ADAM15|L","Acinar cell/ITGAV|R","Endothelial cell/ADAM15|L@Acinar cell/ITGAV|R","Ligand","Receptor","ADAM15|L","ITGAV|R","Endothelial cell","Acinar cell","Endothelial cell@Acinar cell","LR"
"13874",0.6636151,"Endothelial cell/MDK|L","Ductal cell type 1/SDC4|R","Endothelial cell/MDK|L@Ductal cell type 1/SDC4|R","Ligand","Receptor","MDK|L","SDC4|R","Endothelial cell","Ductal cell type 1","Endothelial cell@Ductal cell type 1","LR"
"13875",0.6640482,"Ductal cell type 1/GRN|L","Macrophage cell/TNFRSF1B|R","Ductal cell type 1/GRN|L@Macrophage cell/TNFRSF1B|R","Ligand","Receptor","GRN|L","TNFRSF1B|R","Ductal cell type 1","Macrophage cell","Ductal cell type 1@Macrophage cell","LR"
"13876",0.66413504,"Ductal cell type 2/ITGB2|L","Stellate cell/THY1|R","Ductal cell type 2/ITGB2|L@Stellate cell/THY1|R","Ligand","Receptor","ITGB2|L","THY1|R","Ductal cell type 2","Stellate cell","Ductal cell type 2@Stellate cell","LR"
"13877",0.6643372,"Ductal cell type 1/LTB|L","Endothelial cell/TNFRSF1A|R","Ductal cell type 1/LTB|L@Endothelial cell/TNFRSF1A|R","Ligand","Receptor","LTB|L","TNFRSF1A|R","Ductal cell type 1","Endothelial cell","Ductal cell type 1@Endothelial cell","LR"
"13878",0.6653126,"B cell/PRSS1|L","Endothelial cell/F2RL3|R","B cell/PRSS1|L@Endothelial cell/F2RL3|R","Ligand","Receptor","PRSS1|L","F2RL3|R","B cell","Endothelial cell","B cell@Endothelial cell","LR"
"13879",0.6653487,"Acinar cell/LAMB1|L","Macrophage cell/CD44|R","Acinar cell/LAMB1|L@Macrophage cell/CD44|R","Ligand","Receptor","LAMB1|L","CD44|R","Acinar cell","Macrophage cell","Acinar cell@Macrophage cell","LR"
"13880",0.6655586,"Fibroblast cell/COL4A1|L","Acinar cell/CD47|R","Fibroblast cell/COL4A1|L@Acinar cell/CD47|R","Ligand","Receptor","COL4A1|L","CD47|R","Fibroblast cell","Acinar cell","Fibroblast cell@Acinar cell","LR"
"13881",0.6659447,"Ductal cell type 2/LAMA3|L","Acinar cell/CD44|R","Ductal cell type 2/LAMA3|L@Acinar cell/CD44|R","Ligand","Receptor","LAMA3|L","CD44|R","Ductal cell type 2","Acinar cell","Ductal cell type 2@Acinar cell","LR"
"13882",0.6665491,"Ductal cell type 1/FGA|L","Macrophage cell/PLAUR|R","Ductal cell type 1/FGA|L@Macrophage cell/PLAUR|R","Ligand","Receptor","FGA|L","PLAUR|R","Ductal cell type 1","Macrophage cell","Ductal cell type 1@Macrophage cell","LR"
"13883",0.66810334,"Ductal cell type 2/LAMB1|L","Macrophage cell/CD44|R","Ductal cell type 2/LAMB1|L@Macrophage cell/CD44|R","Ligand","Receptor","LAMB1|L","CD44|R","Ductal cell type 2","Macrophage cell","Ductal cell type 2@Macrophage cell","LR"
"13884",0.66861844,"T cell/ANXA1|L","Endothelial cell/DYSF|R","T cell/ANXA1|L@Endothelial cell/DYSF|R","Ligand","Receptor","ANXA1|L","DYSF|R","T cell","Endothelial cell","T cell@Endothelial cell","LR"
"13885",0.66935694,"Acinar cell/LTB|L","Endothelial cell/TNFRSF1A|R","Acinar cell/LTB|L@Endothelial cell/TNFRSF1A|R","Ligand","Receptor","LTB|L","TNFRSF1A|R","Acinar cell","Endothelial cell","Acinar cell@Endothelial cell","LR"
"13886",0.6696377,"Endothelial cell/JAM2|L","Acinar cell/ITGA3|R","Endothelial cell/JAM2|L@Acinar cell/ITGA3|R","Ligand","Receptor","JAM2|L","ITGA3|R","Endothelial cell","Acinar cell","Endothelial cell@Acinar cell","LR"
"13887",0.66964203,"Stellate cell/ADAM10|L","Macrophage cell/GPNMB|R","Stellate cell/ADAM10|L@Macrophage cell/GPNMB|R","Ligand","Receptor","ADAM10|L","GPNMB|R","Stellate cell","Macrophage cell","Stellate cell@Macrophage cell","LR"
"13888",0.66984195,"T cell/ARPC5|L","Endothelial cell/LDLR|R","T cell/ARPC5|L@Endothelial cell/LDLR|R","Ligand","Receptor","ARPC5|L","LDLR|R","T cell","Endothelial cell","T cell@Endothelial cell","LR"
"13889",0.670053,"B cell/CALM3|L","Acinar cell/INSR|R","B cell/CALM3|L@Acinar cell/INSR|R","Ligand","Receptor","CALM3|L","INSR|R","B cell","Acinar cell","B cell@Acinar cell","LR"
"13890",0.67020315,"Endocrine cell/PPY|L","Endocrine cell/ADRA2A|R","Endocrine cell/PPY|L@Endocrine cell/ADRA2A|R","Ligand","Receptor","PPY|L","ADRA2A|R","Endocrine cell","Endocrine cell","Endocrine cell@Endocrine cell","LR"
"13891",0.67021877,"Ductal cell type 1/COL6A3|L","Macrophage cell/CD44|R","Ductal cell type 1/COL6A3|L@Macrophage cell/CD44|R","Ligand","Receptor","COL6A3|L","CD44|R","Ductal cell type 1","Macrophage cell","Ductal cell type 1@Macrophage cell","LR"
"13892",0.67034745,"Ductal cell type 1/SLPI|L","Endothelial cell/PLSCR4|R","Ductal cell type 1/SLPI|L@Endothelial cell/PLSCR4|R","Ligand","Receptor","SLPI|L","PLSCR4|R","Ductal cell type 1","Endothelial cell","Ductal cell type 1@Endothelial cell","LR"
"13893",0.6704736,"Stellate cell/APP|L","Ductal cell type 1/NOTCH2|R","Stellate cell/APP|L@Ductal cell type 1/NOTCH2|R","Ligand","Receptor","APP|L","NOTCH2|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
"13894",0.6705706,"Ductal cell type 2/C3|L","Ductal cell type 1/CD46|R","Ductal cell type 2/C3|L@Ductal cell type 1/CD46|R","Ligand","Receptor","C3|L","CD46|R","Ductal cell type 2","Ductal cell type 1","Ductal cell type 2@Ductal cell type 1","LR"
"13895",0.6705815,"Ductal cell type 2/APP|L","Ductal cell type 1/NCSTN|R","Ductal cell type 2/APP|L@Ductal cell type 1/NCSTN|R","Ligand","Receptor","APP|L","NCSTN|R","Ductal cell type 2","Ductal cell type 1","Ductal cell type 2@Ductal cell type 1","LR"
"13896",0.67065096,"Endothelial cell/COL6A3|L","Macrophage cell/CD44|R","Endothelial cell/COL6A3|L@Macrophage cell/CD44|R","Ligand","Receptor","COL6A3|L","CD44|R","Endothelial cell","Macrophage cell","Endothelial cell@Macrophage cell","LR"
"13897",0.6711335,"Endothelial cell/ITGB2|L","Stellate cell/THY1|R","Endothelial cell/ITGB2|L@Stellate cell/THY1|R","Ligand","Receptor","ITGB2|L","THY1|R","Endothelial cell","Stellate cell","Endothelial cell@Stellate cell","LR"
"13898",0.6711706,"Ductal cell type 1/PRSS1|L","Ductal cell type 2/PARD3|R","Ductal cell type 1/PRSS1|L@Ductal cell type 2/PARD3|R","Ligand","Receptor","PRSS1|L","PARD3|R","Ductal cell type 1","Ductal cell type 2","Ductal cell type 1@Ductal cell type 2","LR"
"13899",0.6712563,"Acinar cell/ALB|L","Ductal cell type 1/FCGRT|R","Acinar cell/ALB|L@Ductal cell type 1/FCGRT|R","Ligand","Receptor","ALB|L","FCGRT|R","Acinar cell","Ductal cell type 1","Acinar cell@Ductal cell type 1","LR"
"13900",0.6712746,"Ductal cell type 2/FN1|L","Ductal cell type 2/SDC1|R","Ductal cell type 2/FN1|L@Ductal cell type 2/SDC1|R","Ligand","Receptor","FN1|L","SDC1|R","Ductal cell type 2","Ductal cell type 2","Ductal cell type 2@Ductal cell type 2","LR"
"13901",0.6716687,"Acinar cell/ADAM10|L","Macrophage cell/GPNMB|R","Acinar cell/ADAM10|L@Macrophage cell/GPNMB|R","Ligand","Receptor","ADAM10|L","GPNMB|R","Acinar cell","Macrophage cell","Acinar cell@Macrophage cell","LR"
"13902",0.6717542,"Ductal cell type 1/PRSS1|L","Endocrine cell/F2RL3|R","Ductal cell type 1/PRSS1|L@Endocrine cell/F2RL3|R","Ligand","Receptor","PRSS1|L","F2RL3|R","Ductal cell type 1","Endocrine cell","Ductal cell type 1@Endocrine cell","LR"
"13903",0.6718458,"Ductal cell type 1/SLPI|L","Ductal cell type 1/PLSCR4|R","Ductal cell type 1/SLPI|L@Ductal cell type 1/PLSCR4|R","Ligand","Receptor","SLPI|L","PLSCR4|R","Ductal cell type 1","Ductal cell type 1","Ductal cell type 1@Ductal cell type 1","LR"
"13904",0.67190945,"Ductal cell type 1/FAM3C|L","Endothelial cell/LAMP1|R","Ductal cell type 1/FAM3C|L@Endothelial cell/LAMP1|R","Ligand","Receptor","FAM3C|L","LAMP1|R","Ductal cell type 1","Endothelial cell","Ductal cell type 1@Endothelial cell","LR"
"13905",0.6720535,"Fibroblast cell/SPON2|L","Ductal cell type 2/ITGB2|R","Fibroblast cell/SPON2|L@Ductal cell type 2/ITGB2|R","Ligand","Receptor","SPON2|L","ITGB2|R","Fibroblast cell","Ductal cell type 2","Fibroblast cell@Ductal cell type 2","LR"
"13906",0.6722281,"Stellate cell/ARPC5|L","Ductal cell type 1/LDLR|R","Stellate cell/ARPC5|L@Ductal cell type 1/LDLR|R","Ligand","Receptor","ARPC5|L","LDLR|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
"13907",0.6724386,"Ductal cell type 2/APP|L","Ductal cell type 1/TNFRSF21|R","Ductal cell type 2/APP|L@Ductal cell type 1/TNFRSF21|R","Ligand","Receptor","APP|L","TNFRSF21|R","Ductal cell type 2","Ductal cell type 1","Ductal cell type 2@Ductal cell type 1","LR"
"13908",0.6729553,"Stellate cell/GNAS|L","Ductal cell type 1/ADORA1|R","Stellate cell/GNAS|L@Ductal cell type 1/ADORA1|R","Ligand","Receptor","GNAS|L","ADORA1|R","Stellate cell","Ductal cell type 1","Stellate cell@Ductal cell type 1","LR"
"13909",0.67348,"T cell/CCL5|L","Macrophage cell/CCRL2|R","T cell/CCL5|L@Macrophage cell/CCRL2|R","Ligand","Receptor","CCL5|L","CCRL2|R","T cell","Macrophage cell","T cell@Macrophage cell","LR"
"13910",0.6743047,"Stellate cell/COL6A1|L","Acinar cell/ITGA2|R","Stellate cell/COL6A1|L@Acinar cell/ITGA2|R","Ligand","Receptor","COL6A1|L","ITGA2|R","Stellate cell","Acinar cell","Stellate cell@Acinar cell","LR"
"13911",0.67432463,"Macrophage cell/VEGFA|L","Acinar cell/CD44|R","Macrophage cell/VEGFA|L@Acinar cell/CD44|R","Ligand","Receptor","VEGFA|L","CD44|R","Macrophage cell","Acinar cell","Macrophage cell@Acinar cell","LR"
"13912",0.6749062,"Ductal cell type 2/LAMB3|L","Macrophage cell/CD151|R","Ductal cell type 2/LAMB3|L@Macrophage cell/CD151|R","Ligand","Receptor","LAMB3|L","CD151|R","Ductal cell type 2","Macrophage cell","Ductal cell type 2@Macrophage cell","LR"
"13913",0.67516136,"Endothelial cell/LAMB2|L","Acinar cell/CD44|R","Endothelial cell/LAMB2|L@Acinar cell/CD44|R","Ligand","Receptor","LAMB2|L","CD44|R","Endothelial cell","Acinar cell","Endothelial cell@Acinar cell","LR"
"13914",0.67528594,"Acinar cell/LAMA5|L","Macrophage cell/CD44|R","Acinar cell/LAMA5|L@Macrophage cell/CD44|R","Ligand","Receptor","LAMA5|L","CD44|R","Acinar cell","Macrophage cell","Acinar cell@Macrophage cell","LR"
"13915",0.67582554,"B cell/HSPA8|L","Endocrine cell/LDLR|R","B cell/HSPA8|L@Endocrine cell/LDLR|R","Ligand","Receptor","HSPA8|L","LDLR|R","B cell","Endocrine cell","B cell@Endocrine cell","LR"
"13916",0.6758259,"Endothelial cell/VEGFC|L","Ductal cell type 1/ITGB1|R","Endothelial cell/VEGFC|L@Ductal cell type 1/ITGB1|R","Ligand","Receptor","VEGFC|L","ITGB1|R","Endothelial cell","Ductal cell type 1","Endothelial cell@Ductal cell type 1","LR"
"13917",0.67600447,"Acinar cell/COL18A1|L","Endothelial cell/ITGA5|R","Acinar cell/COL18A1|L@Endothelial cell/ITGA5|R","Ligand","Receptor","COL18A1|L","ITGA5|R","Acinar cell","Endothelial cell","Acinar cell@Endothelial cell","LR"
"13918",0.6763195,"Fibroblast cell/GNAS|L","Ductal cell type 1/ADORA1|R","Fibroblast cell/GNAS|L@Ductal cell type 1/ADORA1|R","Ligand","Receptor","GNAS|L","ADORA1|R","Fibroblast cell","Ductal cell type 1","Fibroblast cell@Ductal cell type 1","LR"
"13919",0.67663,"Ductal cell type 1/FAM3C|L","Macrophage cell/LAMP1|R","Ductal cell type 1/FAM3C|L@Macrophage cell/LAMP1|R","Ligand","Receptor","FAM3C|L","LAMP1|R","Ductal cell type 1","Macrophage cell","Ductal cell type 1@Macrophage cell","LR"
"13920",0.67726344,"Ductal cell type 2/MDK|L","Acinar cell/SORL1|R","Ductal cell type 2/MDK|L@Acinar cell/SORL1|R","Ligand","Receptor","MDK|L","SORL1|R","Ductal cell type 2","Acinar cell","Ductal cell type 2@Acinar cell","LR"
"13921",0.6780359,"Macrophage cell/C3|L","Ductal cell type 1/CD46|R","Macrophage cell/C3|L@Ductal cell type 1/CD46|R","Ligand","Receptor","C3|L","CD46|R","Macrophage cell","Ductal cell type 1","Macrophage cell@Ductal cell type 1","LR"
"13922",0.6782782,"Endocrine cell/SST|L","Endocrine cell/ADRA2A|R","Endocrine cell/SST|L@Endocrine cell/ADRA2A|R","Ligand","Receptor","SST|L","ADRA2A|R","Endocrine cell","Endocrine cell","Endocrine cell@Endocrine cell","LR"
"13923",0.67831606,"Acinar cell/GNAS|L","Macrophage cell/ADCY7|R","Acinar cell/GNAS|L@Macrophage cell/ADCY7|R","Ligand","Receptor","GNAS|L","ADCY7|R","Acinar cell","Macrophage cell","Acinar cell@Macrophage cell","LR"
"13924",0.67878723,"Acinar cell/DEFB1|L","B cell/CCR6|R","Acinar cell/DEFB1|L@B cell/CCR6|R","Ligand","Receptor","DEFB1|L","CCR6|R","Acinar cell","B cell","Acinar cell@B cell","LR"
"13925",0.6788147,"Fibroblast cell/APP|L","Ductal cell type 1/NCSTN|R","Fibroblast cell/APP|L@Ductal cell type 1/NCSTN|R","Ligand","Receptor","APP|L","NCSTN|R","Fibroblast cell","Ductal cell type 1","Fibroblast cell@Ductal cell type 1","LR"
"13926",0.679052,"Fibroblast cell/SPON2|L","Endothelial cell/ITGB2|R","Fibroblast cell/SPON2|L@Endothelial cell/ITGB2|R","Ligand","Receptor","SPON2|L","ITGB2|R","Fibroblast cell","Endothelial cell","Fibroblast cell@Endothelial cell","LR"
