,ligand,receptor,source,target,lr_means,cellphone_pvals,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
3010,S100A8,CD69,Macrophage cell,T cell,1.2513752,0.0,Ligand,Receptor,S100A8,CD69,1.2513752
3012,COL4A1,ITGA1,Endothelial cell,Endothelial cell,1.2511641,0.0,Ligand,Receptor,COL4A1,ITGA1,1.2511641
3015,VWF,ITGB1,Endothelial cell,Endocrine cell,1.2510982,0.006,Ligand,Receptor,VWF,ITGB1,1.2510982
3019,COL3A1,DDR1,Stellate cell,Acinar cell,1.2507061,0.0,Ligand,Receptor,COL3A1,DDR1,1.2507061
3021,TGM2,ITGB1,Ductal cell type 2,Stellate cell,1.2506433,0.0,Ligand,Receptor,TGM2,ITGB1,1.2506433
3022,MIA,ITGB1,Endocrine cell,Stellate cell,1.2505755,0.0,Ligand,Receptor,MIA,ITGB1,1.2505755
3025,SERPING1,LRP1,Fibroblast cell,Stellate cell,1.2502462,0.003,Ligand,Receptor,SERPING1,LRP1,1.2502462
3031,CD99,CD81,Stellate cell,Ductal cell type 1,1.2490137,0.0,Ligand,Receptor,CD99,CD81,1.2490137
3032,IGFBP4,LRP6,Stellate cell,Endothelial cell,1.248957,0.0,Ligand,Receptor,IGFBP4,LRP6,1.248957
3033,AGRN,ITGB1,Ductal cell type 2,Fibroblast cell,1.2489517,0.0,Ligand,Receptor,AGRN,ITGB1,1.2489517
3035,LGALS1,CD69,Acinar cell,T cell,1.2484336,0.0,Ligand,Receptor,LGALS1,CD69,1.2484336
3037,PDGFA,PDGFRB,Acinar cell,Stellate cell,1.247976,0.0,Ligand,Receptor,PDGFA,PDGFRB,1.247976
3038,PLAU,ITGB1,Fibroblast cell,Stellate cell,1.2478199,0.0,Ligand,Receptor,PLAU,ITGB1,1.2478199
3040,APOE,LRP6,Stellate cell,Endothelial cell,1.247709,0.0,Ligand,Receptor,APOE,LRP6,1.247709
3042,C3,CD46,Fibroblast cell,Acinar cell,1.2474997,0.0,Ligand,Receptor,C3,CD46,1.2474997
3043,CALM1,MYLK,Ductal cell type 1,Stellate cell,1.2474425,0.0,Ligand,Receptor,CALM1,MYLK,1.2474425
3046,TIMP3,DDR1,Fibroblast cell,Endocrine cell,1.2468313,0.001,Ligand,Receptor,TIMP3,DDR1,1.2468313
3048,C3,CD81,Acinar cell,Endothelial cell,1.2466588,0.002,Ligand,Receptor,C3,CD81,1.2466588
3053,CTHRC1,FZD6,Fibroblast cell,Endothelial cell,1.2464073,0.0,Ligand,Receptor,CTHRC1,FZD6,1.2464073
3055,COL18A1,ITGA1,Stellate cell,Stellate cell,1.2461784,0.0,Ligand,Receptor,COL18A1,ITGA1,1.2461784
3057,C3,NRP1,Fibroblast cell,Fibroblast cell,1.2459649,0.0,Ligand,Receptor,C3,NRP1,1.2459649
3060,CD99,CD81,Ductal cell type 2,Endothelial cell,1.2454737,0.0,Ligand,Receptor,CD99,CD81,1.2454737
3063,COL6A2,ITGB8,Fibroblast cell,Ductal cell type 1,1.2449343,0.0,Ligand,Receptor,COL6A2,ITGB8,1.2449343
3064,MIF,EGFR,Ductal cell type 2,Ductal cell type 1,1.2448583,0.0,Ligand,Receptor,MIF,EGFR,1.2448583
